bintang,ulasan,nilai
4,"Terimaksih.. Iklan yang mengganggu sudah tidak keluar lagi. Sekarang saya mau saran untuk menu/mode MOD nya. Sudah bagus bisa nambah mobil truck, pickup & angkot. Cuma untuk tampilan dari dalam mobil mohon diperbaiki untuk map nya tidak ada plus tampilan spion yang kurang nyaman. Dan kalau bisa ditambah pilihan menu (barang yang diangkut) khusus untuk mobil truck & pickup. Mobil truck & pickup kan tidak boleh mengangkut orang. Sementara saya kasih bintang 4 dulu. Ditunggu update nya lagi.",POSITIF
4,"Keren gamenya thanks ya developer,buat iseng iseng kalo lagi gabut main ini game, bagus banget dari segi grafis dan kontrolnya enak,mantap ditingkatkan lagi ya kalo bisa mode online dan lain lainnya yg masih kurang,kalo bisa grafik HD juga dah. Taps tapi masih ada bug saat penumpang mau naik nge stuck gak bisa naik naik,tolong ya di perbaiki.",POSITIF
5,"Game nya bagus banget. Mulai dari grafik nya, traffic dan juga map nya. Saya berharap ada fitur aksesoris baru, mulai dari Strobo custom (kreasi membuat corak Strobo), aksesoris interior bagian kursi penumpang, lampu kolong. Dan saya berharap mabar dengan traffic biar lebih seru, mabar kejar penumpang, dan tolong tambahkan animasi pejalan kaki biar lebih hidup kotanya. Semoga game ini berkembang menjadi yang lebih baik lagi. Semangat :)",POSITIF
3,"Aku kasih bintang 3 dulu lah ya, soalnya masih banyak yang kurang : 1. Map 2. Rute jalan 3. Kendaraan mood 4. Penumpang 1. ""MAP"" karena dari sekian banyak pemain game ini yang paling banyak komplen adalah bagian map 2. ""RUTE JALAN"" karena jalan yang ada didalam game masih banyak yang kurang pas, contoh seperti jalan tarahan, kenapa setiap lewat tarahan jika mau ke bakauheni tuh kita nggak lewatin tanjakan tarahan tersebut 3. ""KENDARAAN MOOD"" lampu strobo nggak bisa menyala 4. ""PENUMPANG""",NEGATIF
3,"Grafik sudah okee sangat, cuma menurut saya kekurangan ada pada kontrolnya yaitu untuk setirnya terlalu kebawah jadi agak susah jika belok mendadak ,tolong update kedepan supaya dipertimbangkan , apalagi bisa bisa di kustomisasi untuk penempatan tombol-tombolnya ... TERIMAKASIH",NEGATIF
5,"Semuanya bagus ko bang Kalo bisa nih saran saya Nambahin 1. Tambahin suara se tim seperti game online tetangga lah. 2. Bayangan mobil dan lain²nya di perbagus lagi bang + grafiknya jgaa. 3. Kalo bisa di bawah mobil tambahin lampu bang biar tambah kece lahh. 4. Kalo bisa, kalo ada penumpang saat narik, kalo bisa jangan ilang pas naek, tapi langsung duduk di kursinya gtu. ( kalo yang ini mah agak susah dah ini) 5. Saya doakan supaya permainan ini semakin laris amin Tetap semangat yaa bang👍",POSITIF
3,Saya pengguna app bus simulator indonesia cukup untuk menyukai game ini. Tapi mohon untuk mode narik..di pertama manaikan penumpang itu kan ada parkiran yang di tandai kotak hijau..tapi kenapa penumpang masih tidak ada yang menjangkau ahirnya yang lain naik ada beberapa juga yang tidak..efeknya game tidak bisa di mulai..mohon di perbaiki..masa ia kita harus bolak balik lobi..udah banyk iklan nya,NEGATIF
4,"Menurut gua game ini bagus banget ,kaya aslinya terus sistem sistemnya juga pas banget mantap dah ,tapi ada kekurangan dari game ini (gua mohon MALEO masalah penumpang harus dibetulkan dan kendaraan yang lainnya) gua kasih rate 4 bintang....TERUS BERKARYA!!",POSITIF
3,to admin ada bug nih.. ketika mau play/berangkat pasti ngrestart ulang sendiri.. tolong di bantu ya.. kenapa? ini game ram besar atau tdk ya.. kadang masuk kadang restart sendiri.. setiap di tengah perjalanan ada iklan untuk lanjut map dan stiap itu juga pasti ngerestart ulang lg.. ga bs masuk lg.. tolong di bantu admin..,NEGATIF
5,"Rutinlah diupgrade penambahan seluruh item, wilayah, fitur dan tampilan. Rutinlah juga untuk selalu melakukan pengecekan dan perbaikan Bug, Glitch, Freeze and Crash. Rutinlah juga untuk melakukan peningkatan kualitas gambar, suara, gerakan, warna dan tombol. Rutinlah juga untuk selalu menjadi lebih baik lagi seperti supaya nampak terlihat nyata. Saya sangat mendukung sepenuhnya, tetap optimis, bergerak maju, semangat dan berinovasi. Terimakasih...",POSITIF
5,"Sekedar Kritik & Saran : Tolong ditambahkan fitur lampu interior terutama dashboard , karna kalau menyetir dalam keadaan malam hari agak bikin pusing dan kalau bisa ditambahin fitur ( sopirnya ) bisa jajan/nongkrong di terminal ( off & online mode ) .Itu aja dulu , ditunggu update an nya",POSITIF
2,"Yang buat game nya tolong,grafik nya kurang bagus,harus di tingkatkan lagi grafiknya,dan tambah kan orang lagi pada jalan atau bermain di jalan dan tambah kan pasar,macet,pelanggaran lalu lintas,dan dll,dan membuat mobil bus nya itu player yang main aja jangan komputer supaya kita bisa ketemu teman kita,dan membuat grafik orangya bagus lagi dan membuat peta nya lebih jauh lagi seperti yang asli..oh iya dan membuat efek suara kalau kita menabrak sesuatu bisa teriak atau marah²,dan penyok nya juga",NEGATIF
4,"Game nya cukup menarik, grafik nya bagus, dan pendapat bagi saya yaitu : Map nya kalau bisa di tambahin seperti Sumatra(Kota lainnya), dan Provinsi lainnya. Rute yang paling saya suka yaitu rute jalannya yang berliku-liku, bus nya mantap, kalau bisa tambahin lampu, camera pemumpang, dan penumpang nya yang bisa di liat, tanpa mod, dan sebagai nya. Thanks, 🙏 ( Salam Dari Bukittinggi ) #KapanUpdateNya??",POSITIF
5,Assalamua'laikum maleo... Tolong ya...jeda iklan nya di kurangin..pas mau main di mode narik pilih rute setelah pilih rute ada iklan nya pas mau main...terus pas mau loading map juga iklan terus dan terus..pas mau keluar simpan dan keluar di situ juga ada iklan..saran ya kalo pas mau loading map di kurangin deh..soal nya risih ke ganggu jadi main pun kurang seru..udah segitu aja..makasih untuk developer maleo..BUSSID terkeren pokok nya titik.,POSITIF
4,"Suka sama games ini karena cukup menggambarkan suasana berkendara di Indonesia, meskipun bisa serealistis aslinya. Saran sih, kalo bisa agar berkendara lebih semangat dan tertata. Baik mode narik atau main bareng, kalo bertabrakan akan dikurangi koinnya di akhir. Jadi lebih menantang dan was2 dalam berkendara deh",POSITIF
5,"Saran Min, kau bisa untuk tombol sennya pindahin ke kanan atau bisa dicustom Min, sedikit kurang nyaman saat menggunakan sen harus melepas setirnya apalagi kalau di tikungan. Dan kalau bisa saat memainkan mode narik, pada saat ada penumpang di pinggir jalan dikasih tanda di atasnya jangan cuma di map aja, karena sedikit mengganggu kenyamanan bermain kalau harus melihat map terus menerus, jika ada tandanya akan lebih nyaman memainkannya dan fokus ke jalan melihat map hanya saat ada persimpangan!",POSITIF
5,"Bagus banget game ini, tapi kalau bisa tambahin fitur bisnya bisa di upgrade mesin²nya, remnya, rodanya, dll. Dan tambahin peta/pulaunya lagi, tapi peta/pulaunya bisa milih sendiri mana yg mau di download, jadi tidak ada masalah tentang penyimpanan perangkat masing², dan tambahin lagi bisnya, misal bis tingkat , bis mini, bis modern, dll, please kasih saran nya ya !",POSITIF
5,Kenapa ya ketika saya mau memainkan game ini tidak bisa .. ketika udah klik narik atau ngelayap trus muncul iklan kemudian balik ke awal lagi.. trus sekalinya bisa ketika mau memperbarui map muncul iklan kemudian balik ke awal lagi... tolong solusinya biar bisa main game ini lagi..,POSITIF
3,"Tambahin grafiknya fong, yang agak lebih realistis, sama kecepatan kendaraan lainya agak dikencangin agar bisa kurang lebih sama kecepatan kendaraan kita, dan beri fitur fitur baru seperti kendaraan bisa kotor lalu dicuci, dan juga tambahin map baru lagi kalau perlu sampai papua",NEGATIF
3,"ini game udah lumayan bagus,tapi ada beberapa yang kurang,tolong kalo bisa,itu ""rute"" nya di tambahin,sama kalo bisa ini permainan ada ""mode"" pariwisata nya ya,kan di sini cuma ada mode nglayap ama narik doang,kalo bisa di buatin mode nya itu (masa' bis nya tulisan nya PARIWISATA,tapi kok berhenti nya di terminal),biarin lebih bagus....oh iyo,kalo bisa itu kendaraan (kepadatan lalu lintas) nya bisa menyalip,masak kendaraan nya pasif kayak gitu,tolong dibuat aktif kendaraan nya biar tmbh jdi nyata",NEGATIF
3,"1. Tolong untuk mod yang sudah di download, dapat dimainkan di main bersama... Untuk apa saya download mod, tapi tidak bisa digunakan saat main bersama 2. Tolong ditambahkan grafik, seperti debu ketika lewat pasir, ada asap kendaraannya, efek banjir saat hujan, efek air yang muncrat saat dilewati, dan tolong model orang nya diperbany (jangan itu itu saja) 3. Tolong bus yang tersedia di toko diperbanyak 4. Modifikasi bus tolong diperbanyak",NEGATIF
5,"~This game was so good~ Tapi saran buat developer. Dari segi pencahayaan masih kurang, kalo di objek"" warna putih jadi terang kaya ga ada texture. sama atmosfer cahaya, kalo siang warna nya kaya polosan aja ga ada mood"" nya. Terus bayangan, pohon"" di samping jalan kuga di kasih bayangan... Terahkir, texture dan rumput masih kurang, jadi kek cuman tanah datar doang. Eh sama render distance nya, jangan kaya gedung/pohon trus muncul, di bikin agak fade aja Overall this game the best :)",POSITIF
5,"Game sangat baik grafik bagus hanya mau nambahin aja sih kalo bisa ada pemberentian buat istirahat supir, penumpang di dalam bus di perlihatkan, rute nya kalo bisa mirip dengan map asli indonesia, dan pada saat main bareng kalo bisa narik penumpang di adain supaya tambah seru nih game. Sebelumnya makasih atas perhatiannya.",POSITIF
5,"Gamenya uda bagus tapi kenapa yah di hp saya (Redmi note 4) kadang masih ada bug yang dimana sehabis nonton iklan busnya tuh berubah jadi hitam (livery tetep) lalu lampunya berubah menjadi kotak lurus, tolong di perbaiki lagi tim Maleo, untuk yang lainya uda bagus kembangkan lagi:))",POSITIF
5,"Game nya seru banget!!!!. Tapi kenapa kadang kadang ketika masuk narik tampilan nya menjadi hitam(dalam bus, jalan, dll). Tolong dong perbaiki. Dan satu lagi kalo bisa tambahin ya mode 60fps soalnya saya lihat di booster bawaan hp ini game cuman mentok di 30fps. Jadi tolong perbaiki bug bug yang ada di ini game dan tambahkan 60fps nya.",POSITIF
3,Mohon kondisikan iklan yang seperti kotak kotak pilihan. Itu sangat mengganggu. Tiap klik tutup iklan malah slalu ke klik masik iklan. Soalnya pilihan iklan ada di setiap pojok layar. Malah gak bisa main masuk iklan mulu.,NEGATIF
5,Kalau bisa sih semakin dikembangkan game ini agar terlihat lebih nyata lagi dengan ditambahnya rute dan terminal yang paling tidak hampir mirip dengan terminal terminal lokas di Indonesia. Dan kalo bisa juga tambahin lagi livery dan tipe busnya hehe. Overall it's perfect. Trims,POSITIF
5,"Semakin bagus game nya. Tpi tolong ditambahin seperti : 1/ bus ( SR2 suite class & double dacker facelit).. 2/ kota ( medan & aceh).. 3/ kota pulau jawa (harus di ubah dong grafik gambar kota nya, jangan setiap kota sama semua. Contah: pulau sumatera setiap kota beda2 grafik gambar nya, punya ciri khas).. Tolong dong buat developer didengar masuk kan nya biar game nya tambah seru lagi.",POSITIF
3,"Menurut saya game ini grafiknya sudah bagus tetapi akan lebih bagus lagi kalau ada mod mapnya biar nuansa kaya di ETS2 gitu seperti map palembang, Lubuk Linggau, Bengkulu, Lampung dan lain-lain biar nggak bosan di map itu2 aja, terus iklanya di kurangi masak loding map ada iklannya juga kan nggak asik,,dan trafik kendaraan di tambah bermacam-macam kendaraan",NEGATIF
4,masih ada kurangnya... bus blm nyentuh kendaraan lain tapi bunyi tabrakan.. kecepatan traffic lambat tolong di percepat... dan beri efek debu atau asap... mungkin bisa lihat games ( world truck driving simulator ) kalo bisa di bikin seperti itu pasti keren. makasih #saran.,POSITIF
4,"Saya suka dengan game ini,tapi saya akan lebih suka kalau di update lagi tapi dibikin,mobil nya transmisi ny bisa manual,dibikin rem tangan karna kalau ditanjakan mobil suka gerak sendiri kalau lagi naikin penumpang,acessoris di tambah lagi,dan kamera supir ny bisa dirotasi 360 derjat supaya mudah liat samping kiri dan kana,,ok sekian menurut saya yang kurang,saya harap developer bisa menambah kan hal tsb,",POSITIF
5,"Game terbaik. kalo bisa di tambahin dong traffic nya bisa ngeblong, mod bisa di kasih storbo, traffic nya di tambahin lagi macem ya seperti becak, pesepeda, dan ada mode traffic nya sangat padat/macet, dan livery traffic nya di samain seperti livery bus aslinya yg ada di Indonesia. Terima kasih!!!",POSITIF
4,"Mohon tambahkan fitur bengkel, tambahkan stamina sopir agar bisa capek dan ngantuk serta hotel ato tempat parkir khusus untuk sopir yg lagi ngantuk. Map nya kalo bisa di satukan semua, jadi gka ada loading map, seperti game simulator sebelah ngak ada loading map nya, Pembayaran fasilitas seperti bahan bakar, tol, dan pembayaran ongkos. Masa lebih mahal bayar tol dri pda ongkos dan bahan bakar. itu aja, jaya terus maleo.",POSITIF
5,"Gamenya udah bagus banget, tapi di mohonkan kepada developnya, tolong dong di update map nya, di tambahin, biar ga bosen melewati jalan itu2 aja, gamasalah soal berat game nya, yg penting kepuasan dalam bermain. Tetap semangat maleo, semoga update berikutnya, mapnya di tambah ya, dan di kasih sedikit kerusakan atau lecet ketika nabrak, atau kaca mobilnya retak, dan lebih di realkan lagi, bintang 5 untuk ini game..",POSITIF
3,"Game udah bagus sekali , hanya ada sedikit perbaikan tentang suara mesin bus kurang modern yg sekarang seperti suara bus jadul , malah bagus suara yg kemarin sebelum di update , sedikit masukan map klau bisa ada pintu² kereta api yg buka tutup kereta api lewat dan semua bus keluar masuk terminal , fitur ambulan bisa jalan cepat dari user , fitur polisi bisa menindak jika ada pelanggaran lantas dari user. Demikian sedikit masukan unt pengembangan, salam dan terima kasih.",NEGATIF
4,"Game nya Mantap👍👍 Tapi ada beberapa yang harus di perbaiki dan di tambah kan... Perbaikannya: Klo sy lgi nyari mod kadang suka fc atau keluar dari game dan klo saya ambil ceperan kadang iklannya ada yang bug, udah saya tunggu beberapa menit iklan nya gak muncul2 dan gak bisa di close..... Untuk Tambahan nya: Kasih Jalanan yang ber banjir dan untuk bus nya tambahin lagi dong........ Ya gitu aja sih ulasan sy untuk game ini, Semoga aja di baca hehehe. Pokok nya joss untuk game ini👍👍🙏",POSITIF
5,"Ada sedikit saran semoga bisa dipertimbangkan oleh tim Maleo, misal menambahkan tombol automatik gas yang bisa disesuaikan dengan kilometer yg kita atur sendiri, juga menambahkan tampilan replay setelah menyelesaikan perjalanan antar terminal, agar kita bisa melihat kembali seberapa baik cara mengemudikan kendaraan ketika bermain. Overall semua semakin baik dan terus berkembang terimakasih tim Maleo sangat memuaskan sejauh ini,jaya selalu",POSITIF
5,"Gamenya bagus dan realistis saya suka. Tapi map wonogiri kenapa jalurnya ke timur semua, arah solo harusnya dari terminal giri adi pura ke kiri. Tombol² harusnya bisa dipindah posisinya biar enak, trus remnya tolong lebih dipakemin lagi. Dan ada fitur upgrage mesin biar performanya bisa nambah. Lalu bagasi sama kap mesin bisa dibuka. Terimakasih",POSITIF
4,Game nya bagus. Untuk fitur2 lumayan mungkin bisa dibantu untuk data tambahan peta nya dan fitur yang lebih menarik.. tapi kenapa ya setiap download mod kadang2 gamenya sering bug & eror saat loading mungkin bisa di perbaiki sistemnya,POSITIF
5,"Sejauh ini, game ini emang yang terbaik, tapi saya berharap di versi selanjutnya terminal di kota jakarta dipindah aja ke pulo gebang dengan terminal yang baru dan player bisa menggunakan mod kendaraan di mode main bareng sehingga saat main bareng, kendaraan yang digunakan bisa makin beragam lagi, jika perlu ada trafik di mode main bareng biar pas ngeblong bareng temen bisa lebih berasa sensasinya.",POSITIF
4,"Untuk multiplayer kalau bisa lebih dikembangkan lagi, seperti ada traffic bot nya(bus, motor, mobil dll) dan tambah slot multiplayernya sampe lebih dari 15,karena kasian yg ga kebagian mabar. Overall sih oke mungkin lebih divariasi aja pemandangannya biar pas narik ndak bosenin. Dah itu aja min, ini suara dari kami, para pecinta bussid❤",POSITIF
